kod,id_requests,id_operation,price_to,id_curency,min_rooms,min_floor,max_floor,id_region,id_motivation_status,id_realtor,fiz_lico,id_relected_to,id_realty_type,id_realty_type2,id_layout,num_rooms,min_sq,max_sq,id_request_status,id_object_status,description,create_date,change_date,metro,id_access_type,id_access_status,change_date,access_change_date,id_realtor2,id_region2,last_date_contact,id_heating_system
3950,83EBB68A7B08AE03C4EF033A3C37CE6E,C0697800F264BD87A6FC66318F7F6EF4,49000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,BD9D01E0614A2FDF316EED13885FAD8B,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,"120.00",,6BB448E41000182B0136B33575971BA7,E7B2EBD4224DBC5C935E1615703A026C,,2020-02-17,2020-02-17,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-17,2020-02-17 13:47:25,BDA99269836409DE658208CFC4939786,,2020-02-17 13:49:00,
3949,B95DCEDE9FD1C7682E007314E153CBFB,C0697800F264BD87A6FC66318F7F6EF4,13000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,BDA99269836409DE658208CFC4939786,A8F0B524CFF4D097B6C5539F404EE5DB,E13BA387C02E54361AE17BE65099AA1F,98A85583DCA56EB7D8FD76FB665E8751,1FA205DE8037CA1D53E7004600301B81,,,,,8106BAB3CD01886B665AA45A84D59B82,,для сина щоб можна було тимчасово жити.,2020-02-17,2020-07-20,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-07-20,2020-07-20 16:48:02,BDA99269836409DE658208CFC4939786,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-07-20 16:48:02,71D333DE7BF010356834AC4913624C6F
3948,EAADEB172BF9AF5FD0B67D40E33D6C44,C0697800F264BD87A6FC66318F7F6EF4,31500,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,2,4,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,E15FEFF8FC470C8C6C2F355DF7C94D96,A8F0B524CFF4D097B6C5539F404EE5DB,E0BAE898ACFAFDF50F78A9160F68B246,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,2,"63.00",,8F6C087CAD5E135F2523C344EC385175,E7B2EBD4224DBC5C935E1615703A026C,"для себе, не одружений розглядає різні варіанти новобудов",2020-02-14,2020-06-03,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-06-03,2020-06-03 10:47:57,BDA99269836409DE658208CFC4939786,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-06-03 10:47:57,71D333DE7BF010356834AC4913624C6F
3947,724B39CD2CAAA8D8D9603B4967CC42CA,C0697800F264BD87A6FC66318F7F6EF4,15000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,,BDA99269836409DE658208CFC4939786,A8F0B524CFF4D097B6C5539F404EE5DB,6D9A6392CA9D77ED5780ADDD7A497274,B9E6CE5558A4AA6D977EBA890407E691,DAC235A5E4245E03BDFEB1FF3A9EA6F9,,,,,6BB448E41000182B0136B33575971BA7,,,2020-02-14,2020-02-14,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-14,2020-02-14 14:44:08,BDA99269836409DE658208CFC4939786,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-02-14 14:44:08,
3946,3F83E2368BA71045738E890BC0E6E21D,C0697800F264BD87A6FC66318F7F6EF4,44500,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,BDA99269836409DE658208CFC4939786,A8F0B524CFF4D097B6C5539F404EE5DB,252B9DEBDB47F7245EAA35015E23620E,55BC931CAA9A7CC3EC5A6B5A9D346119,3B11DFB0A39056ED92D064A0DA388D12,,,,,6BB448E41000182B0136B33575971BA7,,шукає земельну ділянку під комерцію.,2020-02-14,2020-02-14,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-14,2020-02-14 14:38:11,BDA99269836409DE658208CFC4939786,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-02-14 14:40:00,
3945,4A61CDFBB782AD4ACC94E21DA84E99CF,C0697800F264BD87A6FC66318F7F6EF4,20000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,4F59556A8630B68BB26B9A9238E93203,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"44.00",,8E7E28A52B02FBB308D17BE4B90F8E5A,E7B2EBD4224DBC5C935E1615703A026C,купила пк3 1кім,2020-02-14,2020-06-24,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-06-24,2020-06-24 15:35:11,6C74C2E98300F2EC7964CE368A18E16C,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-06-24 15:35:11,71D333DE7BF010356834AC4913624C6F
3944,25DA3B4D1329D61551E57EFA4A32857F,C0697800F264BD87A6FC66318F7F6EF4,23000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,E15FEFF8FC470C8C6C2F355DF7C94D96,A8F0B524CFF4D097B6C5539F404EE5DB,C36A2E813C1C8730612E1BF9682F212B,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,26177B5168C15981B2F9623EE41779E0,,2020-02-13,2020-02-13,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-13,2020-02-13 17:18:57,BDA99269836409DE658208CFC4939786,,2020-02-13 17:21:00,
3943,7114C4E7A59D219A1FE5ACA3C8276D13,C0697800F264BD87A6FC66318F7F6EF4,14500,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,177D82CCB3675D6AAEB97D16A56D28A0,98A85583DCA56EB7D8FD76FB665E8751,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-13,2020-02-13,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-13,2020-02-13 15:17:36,BDA99269836409DE658208CFC4939786,3691EC359F2D7AEEF647E2FFF7356344,2020-02-13 15:18:00,
3942,F6ADE3E5CC8079E2328C1BF16DA55F20,C0697800F264BD87A6FC66318F7F6EF4,12500,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,8ED2C26E973097FA610A95861A089D40,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,"50.00",,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-13,2020-02-13,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-13,2020-02-13 15:06:17,BDA99269836409DE658208CFC4939786,755BE48958584E447F9C2C9F6FD4ECED,2023-11-01 17:29:00,
3941,C67F491683EF8CF7FE44078F7C94B8F5,C0697800F264BD87A6FC66318F7F6EF4,10000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,F32E7B42ABD465F6B4698F984B5B524E,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"31.00",,8F6C087CAD5E135F2523C344EC385175,"073BF3CD598F2956BB37B9A12D631D20","це братиха цікавилася, дала їй номер передзвонити",2020-02-13,2020-02-21,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-02-21,2020-02-21 15:16:22,BDA99269836409DE658208CFC4939786,3691EC359F2D7AEEF647E2FFF7356344,2020-02-21 15:16:22,
3940,282C74B86BB76F275BCA0AD60DB082DA,C0697800F264BD87A6FC66318F7F6EF4,10000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,1440D0173139ADB156EF4F5769907636,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"31.00",,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-13,2020-02-13,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-13,2020-02-13 14:49:53,BDA99269836409DE658208CFC4939786,,2020-02-13 14:51:00,
3939,96EBCD1D4A1D6FB9FAB58B8144B16969,C0697800F264BD87A6FC66318F7F6EF4,12500,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,,5A713A20899BB18FD4D283811F867492,E15FEFF8FC470C8C6C2F355DF7C94D96,A8F0B524CFF4D097B6C5539F404EE5DB,C5C3CD25624BE904489012FCAF39A40C,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",потрібна хатка для проживання,2020-02-13,2020-02-13,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-13,2020-02-13 14:15:27,BDA99269836409DE658208CFC4939786,,2020-02-13 14:16:00,
3938,56C08870711A02DD3542F3A591797F99,C0697800F264BD87A6FC66318F7F6EF4,17000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,4F3D6E540C0FC23DA34B1F44E7D8F9B5,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,2,"35.00",,"0BC1EBF8A1AED8A5517DCCE480D36C58",B7F5C34D015DD9BD1A1BE54BF21DADB2,,2020-02-13,2020-08-03,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-08-03,2020-08-03 11:18:23,BDA99269836409DE658208CFC4939786,51A9BDA7E5875DAD419CA6DF3AE96629,2020-08-03 11:18:23,
3937,CEDC3DB478FB3AC707A1290A7F3CB200,C0697800F264BD87A6FC66318F7F6EF4,18000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,B68AF69C143B0CC36F8884872BE42492,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",BF63C5FC56C821634640CDF0F0514C11,2,"43.00",,6BB448E41000182B0136B33575971BA7,E7B2EBD4224DBC5C935E1615703A026C,,2020-02-13,2020-02-13,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-13,2020-02-13 11:22:04,BDA99269836409DE658208CFC4939786,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-12-04 12:52:00,71D333DE7BF010356834AC4913624C6F
3936,BA6264D14DFCBE8EE07B214974EFFCEC,C0697800F264BD87A6FC66318F7F6EF4,10000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,268020DC71BED91AB5B7B2F58C9EF747,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"30.00",,1B3938AEC8A16BC43AA0F4FD576ECF5C,FDDAAC762BA7116DA3834DE20C1FDB86,,2020-02-13,2020-02-13,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-13,2020-02-13 11:09:19,BDA99269836409DE658208CFC4939786,755BE48958584E447F9C2C9F6FD4ECED,2020-10-29 14:01:00,
3935,6DA2D983606FCFE3110619E4D0C0CD3B,C0697800F264BD87A6FC66318F7F6EF4,10000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,763164F560EF7F278ED06B1267F85C67,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"31.00",,"0BC1EBF8A1AED8A5517DCCE480D36C58","073BF3CD598F2956BB37B9A12D631D20",,2020-02-11,2020-03-13,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-03-13,2020-03-13 12:29:20,BDA99269836409DE658208CFC4939786,3691EC359F2D7AEEF647E2FFF7356344,2020-03-13 12:29:20,
3934,8D001228C7FF1561110BA4396143DFF7,C0697800F264BD87A6FC66318F7F6EF4,12500,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,7348175EDCF4459ADAC1081B9B933CAB,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-11,2020-02-11,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-11,2020-02-11 13:56:21,6C74C2E98300F2EC7964CE368A18E16C,755BE48958584E447F9C2C9F6FD4ECED,2020-02-11 13:58:00,
3933,6E8C42E23B088324D88D19AD85278138,C0697800F264BD87A6FC66318F7F6EF4,10000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,1218D1AB5A4720CC2748FE14F8BCE94F,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"30.00",,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-11,2020-02-11,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-11,2020-02-11 13:52:04,6C74C2E98300F2EC7964CE368A18E16C,755BE48958584E447F9C2C9F6FD4ECED,2020-10-29 14:09:00,
3932,53637FA10C65C7FAB9E19DC52A0AC548,C0697800F264BD87A6FC66318F7F6EF4,27000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,A10743E4FA2A3870662E8F50507750FE,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,1B3938AEC8A16BC43AA0F4FD576ECF5C,"073BF3CD598F2956BB37B9A12D631D20",Будинок або частина будинку.,2020-02-11,2020-02-11,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-11,2020-02-11 13:34:30,6C74C2E98300F2EC7964CE368A18E16C,3691EC359F2D7AEEF647E2FFF7356344,2020-11-19 10:31:00,
3931,506E104D64EA9F38137E197A7BD940E9,C0697800F264BD87A6FC66318F7F6EF4,23000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,26435840C783AEB585423A5526622CD3,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,,,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-11,2020-02-11,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-11,2020-02-11 11:34:14,6C74C2E98300F2EC7964CE368A18E16C,3691EC359F2D7AEEF647E2FFF7356344,2020-02-11 12:21:00,
3930,89D809E79FD98F2DED57F28ACA8F7106,C0697800F264BD87A6FC66318F7F6EF4,20000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,A93EB5BC6C30218AED8EE2E0619EFBEB,A60505BF985E062B898BFBF321D655F2,1FA205DE8037CA1D53E7004600301B81,,,,,"0BC1EBF8A1AED8A5517DCCE480D36C58","073BF3CD598F2956BB37B9A12D631D20",,2020-02-11,2020-11-17,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-11-17,2020-11-17 15:54:00,6C74C2E98300F2EC7964CE368A18E16C,F2D49E127A32081358BCB53529913586,2020-11-17 15:54:00,
3929,A2737A96B90E36BB7E561BEAA9386862,C0697800F264BD87A6FC66318F7F6EF4,26000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,45BA31B94C44147629DB950662E24611,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"55.00",,6BB448E41000182B0136B33575971BA7,26177B5168C15981B2F9623EE41779E0,,2020-02-11,2020-02-11,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-11,2020-02-11 10:55:42,BDA99269836409DE658208CFC4939786,3691EC359F2D7AEEF647E2FFF7356344,2020-02-11 10:57:00,
3928,6D84C9E3F1104BDEF570184833FB7572,C0697800F264BD87A6FC66318F7F6EF4,15000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,5A713A20899BB18FD4D283811F867492,6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,D8602B63F5D325325FF261EFF23DF5A1,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"31.00",,6BB448E41000182B0136B33575971BA7,F8EFE987201E424804721C650B02063C,Хоче з автономним опаленням.,2020-02-10,2020-02-10,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-10,2020-02-10 13:33:50,BDA99269836409DE658208CFC4939786,3691EC359F2D7AEEF647E2FFF7356344,2020-02-10 13:36:00,71D333DE7BF010356834AC4913624C6F
3927,C29DEDEDA4A9718D28E0200694B92BC5,C0697800F264BD87A6FC66318F7F6EF4,15000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,82CFB90F6B2E24DB7F8B8D323826E889,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"31.00",,6BB448E41000182B0136B33575971BA7,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-10,2020-09-02,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-09-02,2020-09-02 16:58:34,BDA99269836409DE658208CFC4939786,3691EC359F2D7AEEF647E2FFF7356344,2020-09-02 16:58:34,
3926,56AD8A1978E9C7E9C08C71A8A6B12A65,C0697800F264BD87A6FC66318F7F6EF4,23000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,DC8DE9250D1187130F59C6D7582F49D6,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"60.00",,6BB448E41000182B0136B33575971BA7,E7B2EBD4224DBC5C935E1615703A026C,,2020-02-10,2020-02-10,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-10,2020-02-10 12:26:55,BDA99269836409DE658208CFC4939786,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-07-15 12:44:00,
3925,958D4228D139BF2173EA41091EC4A50A,C0697800F264BD87A6FC66318F7F6EF4,25000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,4798A68A063E0F9E6BE6BD0A48A44FA6,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"50.00",,8F6C087CAD5E135F2523C344EC385175,"073BF3CD598F2956BB37B9A12D631D20",,2020-02-10,2020-08-03,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-08-03,2020-08-03 11:22:00,BDA99269836409DE658208CFC4939786,51A9BDA7E5875DAD419CA6DF3AE96629,2020-08-03 11:23:00,
3924,740C2AC980E427A3660476ACDC6B8C01,C0697800F264BD87A6FC66318F7F6EF4,23000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,3C85B4C1BE375651CB7449EB07DA5F2D,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",BF63C5FC56C821634640CDF0F0514C11,,"60.00",,6BB448E41000182B0136B33575971BA7,E7B2EBD4224DBC5C935E1615703A026C,,2020-02-10,2020-02-10,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-10,2020-02-10 10:47:34,BDA99269836409DE658208CFC4939786,51A9BDA7E5875DAD419CA6DF3AE96629,2020-10-07 10:18:00,
3923,"0EEF95A8619CAC28AB4643E3E844487B",C0697800F264BD87A6FC66318F7F6EF4,24000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,57DA01276ACFC665708DC1316FAE7681,85E6695A3615265E51CE17685601CF99,"00830B915168D539E64CFC3AF04251BB",53C57306ECD5321C96D550FD8B0EC8E9,,"50.00",,6BB448E41000182B0136B33575971BA7,26177B5168C15981B2F9623EE41779E0,,2020-02-10,2020-02-10,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-10,2020-02-10 10:42:26,BDA99269836409DE658208CFC4939786,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-02-10 10:43:00,
3922,8C89E60FBF74AF6A3A069B02C06B4433,C0697800F264BD87A6FC66318F7F6EF4,25000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,62365D408909CFD15BA1138A18B3B0E2,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"50.00",,6BB448E41000182B0136B33575971BA7,F8EFE987201E424804721C650B02063C,,2020-02-07,2020-02-07,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-07,2020-02-07 13:38:19,6C74C2E98300F2EC7964CE368A18E16C,51A9BDA7E5875DAD419CA6DF3AE96629,2020-02-07 13:42:00,
3921,62B20321620AE52A54B52FB1D8684A5E,C0697800F264BD87A6FC66318F7F6EF4,25000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,2,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,750FD54481FFBBBD38A5A66DF18A60D5,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"50.00",,6BB448E41000182B0136B33575971BA7,F8EFE987201E424804721C650B02063C,2 кімнатна на привокзалці,2020-02-07,2020-09-11,,EFFCCF448E584668F02D3D9599FE0CE1,F6EE3DE108F18A3B621739E3236F5DB0,2020-09-11,2020-09-11 15:02:14,BDA99269836409DE658208CFC4939786,F75FC20C1622D89993D45BC8D7167F6B,2020-09-11 15:03:00,
3920,65403A457F107611B71BF4C44C153028,C0697800F264BD87A6FC66318F7F6EF4,23000,66423F3E7FC9CC4A64B5CEC3C90A7CE9,1,,,5CA789AB4036788287D0CBA66003B571,"09E3CC9049E6C2AB32388B429600E6E3",6C74C2E98300F2EC7964CE368A18E16C,A8F0B524CFF4D097B6C5539F404EE5DB,F6C5A743EC6A40B65FE04E643F0BC397,"0EB03DFCCB6A86D9AE93DBB5219BC551","00830B915168D539E64CFC3AF04251BB",,,"60.00",,6BB448E41000182B0136B33575971BA7,B7F5C34D015DD9BD1A1BE54BF21DADB2,,2020-02-07,2020-02-07,,"0AA7044595AA928D5720341EA668E9EC",F6EE3DE108F18A3B621739E3236F5DB0,2020-02-07,2020-02-07 13:22:26,6C74C2E98300F2EC7964CE368A18E16C,C7EE51E9D3C2FDD3B77144318FCBA0A1,2020-06-12 15:30:00,
